nickname,time,Post,Bag Of Words,Label
serialtester,Mon 30-Jan-17 18:50:55, I can handle the meat sweats <<picks turkey out of teeth>>, I can handle the meat sweats <<picks turkey out of teeth>>,False
serialtester,Mon 30-Jan-17 18:51:41, Anyone want to buy a gram of turkey korma? It's authentic shit., Anyone want to buy a gram of turkey korma? It's authentic shit.,False
flatwhite45,Mon 30-Jan-17 18:51:58,Oooh that's given my horrific comedowns an even darker twist...even more motivation to stay of the turkey coke,Oooh that's given my horrific comedowns an even darker twist...even more motivation to stay of the turkey coke,False
serialtester,Mon 30-Jan-17 18:52:32, If you fry it up the taste is INTENSE., If you fry it up the taste is INTENSE.,False
ILostItInTheEarlyNineties,Mon 30-Jan-17 19:02:52,"Ha ha you do make me laugh.I've just been trying to work out how long it's been since I touched any. Just over a week, it feels WAY longer than that. Cravings on a Monday night are really not on. Feeling really restless. I'm sewing up some school socks.","Ha ha you do make me laugh.I've just been trying to work out how long it's been since I touched any. Just over a week, it feels WAY longer than that. Cravings on a Monday night are really not on. Feeling really restless. I'm sewing up some school socks.",False
serialtester,Mon 30-Jan-17 19:09:12, Sewing?! That's nearly as big a shock as me revealing that I was once a dance mom! I am also restless. Had some really good news today which is making me giddy and also trick myself into celebrating. I'm chewing the luminous rubber ring!, Sewing?! That's nearly as big a shock as me revealing that I was once a dance mom! I am also restless. Had some really good news today which is making me giddy and also trick myself into celebrating. I'm chewing the luminous rubber ring!,False
flatwhite45,Mon 30-Jan-17 19:09:30,"Oh god lost, I wasn't going to say anything (too ) but me too!!","Oh god lost, I wasn't going to say anything (too ) but me too!!",False
flatwhite45,Mon 30-Jan-17 19:11:57,"Don't fancy sewing or chewing a rubber ring, ate a whole family size packet of maltesers already. A glass of wine? Seriously thinking about taking up smoking","Don't fancy sewing or chewing a rubber ring, ate a whole family size packet of maltesers already. A glass of wine? Seriously thinking about taking up smoking",False
flatwhite45,Mon 30-Jan-17 19:13:31,Congrats on your good news serial! Did Russell finally admit he is head over heals in lust with you?,Congrats on your good news serial! Did Russell finally admit he is head over heals in lust with you?,False
SpunBodgeSquarepants,Mon 30-Jan-17 19:28:37,"Hi everyone. I went cold turkey on 23rd December 2016, the day I found out I was pregnant. I won't lie, there have been many times I have badly wanted to say fuck it, but not only have I got a baby's health to think about, I really need to save the money now. But literally every Saturday it gets to around 5/6pm and I start craving it. I'm really hoping it gets easier.","Hi everyone. I went cold turkey on 23rd December 2016, the day I found out I was pregnant. I won't lie, there have been many times I have badly wanted to say fuck it, but not only have I got a baby's health to think about, I really need to save the money now. But literally every Saturday it gets to around 5/6pm and I start craving it. I'm really hoping it gets easier.",False
flatwhite45,Mon 30-Jan-17 19:32:10,Spun huge congrats on your pregnancy! There could be no better motivation to stay clean. How much were you doing before 23rd December? At home or just when out?,Spun huge congrats on your pregnancy! There could be no better motivation to stay clean. How much were you doing before 23rd December? At home or just when out?,False
ILostItInTheEarlyNineties,Mon 30-Jan-17 19:34:55,"Congratulations on your good news, Serial  I have that, I feel elated about something and my brain thinks ""I know a way to enhance this great feeling"" In fact every trigger someone has mentioned on here I've nodded and thought Me too. I feel like I'm surrounded by massive bastard triggers. Yes sewing is not normal for me, just keeping busy, I've already eaten a bowl of the kids' honey breakfast boulders. Flat a  might take the edge off. ?","Congratulations on your good news, Serial  I have that, I feel elated about something and my brain thinks ""I know a way to enhance this great feeling"" In fact every trigger someone has mentioned on here I've nodded and thought Me too. I feel like I'm surrounded by massive bastard triggers. Yes sewing is not normal for me, just keeping busy, I've already eaten a bowl of the kids' honey breakfast boulders. Flat a  might take the edge off. ?",False
SpunBodgeSquarepants,Mon 30-Jan-17 19:35:34,"Not as much as some, only a couple of wraps a week, and at home with my ex partner usually. It sounds so pathetic when you write it down doesn't it? Like why would anyone want to sit at home snorting coke?? What's the point?? But I think most of us are in the same boat. I've started eating instead which is not good either ","Not as much as some, only a couple of wraps a week, and at home with my ex partner usually. It sounds so pathetic when you write it down doesn't it? Like why would anyone want to sit at home snorting coke?? What's the point?? But I think most of us are in the same boat. I've started eating instead which is not good either ",False
ILostItInTheEarlyNineties,Mon 30-Jan-17 19:40:23, Welcome to our thread Spun. It will get easier (I say after moaning my head off!) You can always offload here. , Welcome to our thread Spun. It will get easier (I say after moaning my head off!) You can always offload here. ,False
flatwhite45,Mon 30-Jan-17 19:51:21,"Spun, I think all us regulars on here do it at home, for some it's a nice bottle of merlot and for others it's a gram of cocaine! Unfortunately coke is way more expensive, addictive and in my experience psychologically devastating than alcohol. You have done 5 weeks without, so well done!! And I mean this in the nicest possible way, let's hope your morning sickness kicks in soon and you really won't fancy it AT ALL.","Spun, I think all us regulars on here do it at home, for some it's a nice bottle of merlot and for others it's a gram of cocaine! Unfortunately coke is way more expensive, addictive and in my experience psychologically devastating than alcohol. You have done 5 weeks without, so well done!! And I mean this in the nicest possible way, let's hope your morning sickness kicks in soon and you really won't fancy it AT ALL.",False
flatwhite45,Mon 30-Jan-17 19:53:00,I have put on almost a stone since trying to cut down/give up! I figure I will lose it once this addiction is over with,I have put on almost a stone since trying to cut down/give up! I figure I will lose it once this addiction is over with,False
